x,y,traversability,slope,uphill_angle,stuck_event,texture,color
0,0,0.5834540499391956,0.3699134945844085,0.8374325883224989,False,0.643742835913761,0.6303449732014731
1,0,0.6602946952789398,0.3699134945844085,0.8374325883224989,False,0.643742835913761,0.6303449732014731
2,0,0.7509779398225428,0.3699134945844085,0.8374325883224989,False,0.643742835913761,0.6303449732014731
3,0,0.6207289026930023,0.3699134945844085,0.8374325883224989,False,0.643742835913761,0.6303449732014731
4,0,0.6606439753551735,0.3699134945844085,0.8374325883224989,False,0.643742835913761,0.6303449732014731
5,0,0.364500639278109,0.3699134945844085,0.8374325883224989,False,0.8009655523303048,0.6303449732014731
6,0,0.1710195041616014,0.3699134945844085,0.8374325883224989,False,0.8009655523303048,0.6303449732014731
7,0,0.26631403551439187,0.3699134945844085,0.8374325883224989,False,0.8009655523303048,0.6303449732014731
8,0,0.1399235713942679,0.3699134945844085,-1.1718629684254707,False,0.8009655523303048,0.6303449732014731
9,0,0.25583690669535303,1.691789419221359,-1.1718629684254707,False,0.8009655523303048,0.6303449732014731
10,0,0.22041808330771934,1.691789419221359,-1.1718629684254707,False,0.8009655523303048,0.4837587408315468
11,0,0.2426832966629819,1.691789419221359,-1.1718629684254707,False,0.8009655523303048,0.4837587408315468
12,0,0.3114038679384532,1.691789419221359,-1.1718629684254707,False,0.8009655523303048,0.4837587408315468
13,0,0.3017036809930458,1.691789419221359,-1.1718629684254707,False,0.8009655523303048,0.4837587408315468
14,0,0.19405850484445125,1.691789419221359,-1.1718629684254707,False,0.8009655523303048,0.4837587408315468
15,0,0.3396580124239848,1.691789419221359,2.3081567042446167,False,0.8009655523303048,0.4837587408315468
16,0,0.24256152666311573,1.691789419221359,2.3081567042446167,False,0.8009655523303048,0.4837587408315468
17,0,0.21567297925037504,1.691789419221359,2.3081567042446167,False,0.8009655523303048,0.4837587408315468
18,0,0.1764379354226357,1.691789419221359,2.3081567042446167,False,0.8009655523303048,0.4837587408315468
19,0,0.2958194426760865,6.065751279609282,2.3081567042446167,False,0.8009655523303048,0.4837587408315468
20,0,0.01,6.065751279609282,2.3081567042446167,True,0.8009655523303048,0.21067117110078581
21,0,0.05775902332701071,6.065751279609282,2.3081567042446167,True,0.8009655523303048,0.21067117110078581
22,0,0.01,22.04592612248966,2.4931315302622643,True,0.8009655523303048,0.21067117110078581
23,0,0.060212988840514216,22.04592612248966,2.4931315302622643,False,0.17655246550171377,0.21067117110078581
24,0,0.05076742781620946,22.04592612248966,2.4931315302622643,False,0.17655246550171377,0.21067117110078581
