x,y,traversability,slope,uphill_angle,stuck_event,texture,color
0,0,0.11846130465324334,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
1,0,0.050376385084445405,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
2,0,0.09070348240938086,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
3,0,0.1673140850318537,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
4,0,0.08195250630616237,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
5,0,0.07859513997873413,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
6,0,0.03079007543191896,10.665729949217951,0.06338169806427141,False,0.8904569543890624,0.9921811656851912
7,0,0.7553581519724611,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.9921811656851912
8,0,0.7125857356971267,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.9921811656851912
9,0,0.01,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.02283737579738543
10,0,0.01,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.02283737579738543
11,0,0.01,2.4940389760972215,-2.4291922263291204,False,0.3898450339202282,0.02283737579738543
12,0,1.0,2.4940389760972215,-2.4291922263291204,False,0.3898450339202282,0.9150398896202124
13,0,0.969267983063718,2.4940389760972215,-2.4291922263291204,False,0.3898450339202282,0.9150398896202124
14,0,0.9137722253738733,2.4940389760972215,-2.4291922263291204,False,0.3898450339202282,0.9150398896202124
15,0,0.9885965854976485,2.4940389760972215,-2.4291922263291204,False,0.3898450339202282,0.9150398896202124
16,0,0.4405428104659834,2.4940389760972215,-2.4291922263291204,False,0.6875479962366202,0.9150398896202124
17,0,0.5236917900130227,2.4940389760972215,-2.4291922263291204,False,0.6875479962366202,0.9150398896202124
18,0,0.502957438610446,2.4940389760972215,-2.4291922263291204,False,0.6875479962366202,0.9150398896202124
19,0,0.4872757533841721,2.4940389760972215,-1.3141460526775959,False,0.6875479962366202,0.9150398896202124
20,0,0.5490542094290798,2.4940389760972215,-1.3141460526775959,False,0.6875479962366202,0.9150398896202124
21,0,0.5105572414430206,2.4940389760972215,-1.3141460526775959,False,0.6875479962366202,0.9303508400905017
22,0,0.7008708154911152,2.4940389760972215,-1.3141460526775959,False,0.623872425809142,0.9303508400905017
23,0,0.5925418281334089,2.4940389760972215,-1.3141460526775959,False,0.623872425809142,0.9303508400905017
24,0,0.6912312156097379,2.4940389760972215,-1.3141460526775959,False,0.623872425809142,0.9303508400905017
25,0,0.5922132979357874,2.4940389760972215,-1.3141460526775959,False,0.623872425809142,0.9303508400905017
26,0,0.657457558145146,2.4940389760972215,-1.3141460526775959,False,0.623872425809142,0.9303508400905017
27,0,0.7135662360114925,2.4940389760972215,-1.3141460526775959,False,0.623872425809142,0.7282081676302739
28,0,0.6974402561498524,2.4940389760972215,-1.3141460526775959,False,0.623872425809142,0.7282081676302739
29,0,0.39403464320010706,2.4940389760972215,-1.3141460526775959,False,0.7201063081299326,0.7282081676302739
30,0,0.4608087992736004,2.4940389760972215,-1.3141460526775959,False,0.7201063081299326,0.7282081676302739
31,0,0.5000819903449424,2.4940389760972215,0.8565164569428285,False,0.7201063081299326,0.7282081676302739
32,0,0.4392788314617857,2.4940389760972215,0.8565164569428285,False,0.7201063081299326,0.7282081676302739
33,0,0.4318385328010317,2.4940389760972215,0.8565164569428285,False,0.7201063081299326,0.7282081676302739
34,0,0.44691988917163605,2.4940389760972215,0.8565164569428285,False,0.7201063081299326,0.8533313355359178
35,0,0.4511935268013213,28.053532360187805,0.8565164569428285,False,0.7201063081299326,0.8533313355359178
36,0,0.9390730139796067,28.053532360187805,0.8565164569428285,False,0.19264065598707336,0.8533313355359178
37,0,0.9648653048020714,28.053532360187805,0.8565164569428285,False,0.1806474179450056,0.8533313355359178
38,0,1.0,28.053532360187805,0.8565164569428285,False,0.1806474179450056,0.8533313355359178
39,0,1.0,28.053532360187805,0.8565164569428285,False,0.1806474179450056,0.8533313355359178
40,0,0.8861948393113673,28.053532360187805,0.8565164569428285,False,0.1806474179450056,0.8533313355359178
41,0,0.9510588226382585,28.053532360187805,0.8565164569428285,False,0.1806474179450056,0.8533313355359178
42,0,0.9972117412527123,28.053532360187805,0.8565164569428285,False,0.1806474179450056,0.6823734621346708
43,0,0.7334103520667423,20.655559342458258,0.8565164569428285,False,0.6091002318791362,0.6823734621346708
44,0,0.7886992636066277,20.655559342458258,0.8565164569428285,False,0.6091002318791362,0.6823734621346708
45,0,0.756152566252336,20.655559342458258,0.8565164569428285,False,0.6091002318791362,0.6823734621346708
46,0,0.7854046828899608,20.655559342458258,0.8565164569428285,False,0.6091002318791362,0.6823734621346708
47,0,0.7813263861587776,20.655559342458258,0.8565164569428285,False,0.6091002318791362,0.6823734621346708
48,0,0.733543347134604,20.655559342458258,0.8565164569428285,False,0.6091002318791362,0.6823734621346708
49,0,0.7629301159987046,20.655559342458258,0.8565164569428285,False,0.6091002318791362,0.6823734621346708
0,1,0.13928816176571587,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
1,1,0.11562555446534556,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
2,1,0.0743516856494438,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
3,1,0.1348666396312908,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
4,1,0.13991050033827038,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
5,1,0.0584671661662614,10.665729949217951,0.054568128358169155,False,0.8904569543890624,0.9921811656851912
6,1,0.08492614914521776,10.665729949217951,0.06338169806427141,False,0.8904569543890624,0.9921811656851912
7,1,0.7743250837257042,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.9921811656851912
8,1,0.6873399314916498,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.9921811656851912
9,1,0.01,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.02283737579738543
10,1,0.01,10.665729949217951,0.06338169806427141,False,0.3898450339202282,0.02283737579738543
11,1,0.01,10.665729949217951,-2.4291922263291204,False,0.3898450339202282,0.02283737579738543
